head_raw	tail_raw	relation_raw	head	tail	relation	note
孙悟空	御马监	任职于	孙悟空	御马监	任职于	
孙悟空	众贼	战败	孙悟空	众贼	战败	
孙悟空	杨老儿的逆子	打杀	孙悟空	杨老儿的逆子	打杀	
孙悟空	众贼	挑战	孙悟空	众贼	挑战	
孙悟空	杨老儿的逆子	擒拿	孙悟空	杨老儿的逆子	擒拿	
孙悟空	众贼	追杀	孙悟空	众贼	追杀	
玉皇大帝	孙悟空	册封	玉皇大帝	孙悟空	册封	
孙大圣	宝莲台下	抵达	孙悟空	宝莲台下	到达	
沙悟净	南海	前往	沙悟净	南海	前往	
沙悟净	猴精	打杀	沙悟净	猴精	打杀	
沙悟净	花果山界	抵达	沙悟净	花果山界	到达	
沙悟净	落伽山	抵达	沙悟净	落伽山	到达	
如来佛祖	六耳猕猴	识破	如来佛祖	六耳猕猴	识破	
孙悟空	森罗殿	前往	孙悟空	森罗殿	前往	
孙悟空	灵霄宝殿	前往	孙悟空	灵霄宝殿	前往	
孙悟空	阴山背后	前往	孙悟空	阴山背后	前往	
孙悟空	芭蕉扇	借取	孙悟空	芭蕉扇	借取	
孙悟空	翠云山	前往	孙悟空	翠云山	前往	
孙悟空	罗刹女	敌对	孙悟空	罗刹女	敌对	
孙悟空	芭蕉扇	索要	孙悟空	芭蕉扇	索要	
火焰山土地	斋饭	献上	火焰山土地	斋饭	献上	
灵吉菩萨	降黄风怪	传旨	灵吉菩萨	降黄风怪	传旨	
灵吉菩萨	定风丹	赐予	灵吉菩萨	定风丹	赐予	
牛魔王	孙悟空	结义	牛魔王	孙悟空	结义	
罗刹女	大力牛魔王妻	封为	罗刹女	大力牛魔王妻	封为	
罗刹女	芭蕉洞	居住于	罗刹女	芭蕉洞	居住于	
罗刹女	孙悟空	战败	罗刹女	孙悟空	战败	
罗刹女	孙悟空	追杀	罗刹女	孙悟空	追杀	
孙悟空	辟水金睛兽	偷取	孙悟空	辟水金睛兽	偷取	
孙悟空	罗刹女	欺骗	孙悟空	罗刹女	欺骗	fill_tail_cate
牛魔王	碧波潭	前往	牛魔王	碧波潭	前往	
牛魔王	玉面公主	娶为妻	牛魔王	玉面公主	娶为妻	
牛魔王	积雷山摩云洞	居住于	牛魔王	积雷山摩云洞	居住于	
牛魔王	积雷山摩云洞	离开	牛魔王	积雷山摩云洞	离开	
牛魔王	碧波潭	设宴	牛魔王	碧波潭	设宴	
牛魔王	碧波潭	赴会	牛魔王	碧波潭	赴会	
牛魔王	碧波潭	进入	牛魔王	碧波潭	进入	
牛魔王	积雷山摩云洞	驻扎	牛魔王	积雷山摩云洞	驻扎	
佛旨	四大金刚	差遣	佛旨	四大金刚	差遣	
牛魔王	孙大圣	变作八戒模样	牛魔王	孙悟空	变作八戒模样	
猪八戒	牛魔王	骂骗师兄	猪八戒	牛魔王	骂骗师兄	
孙悟空	奔波儿灞	捉拿	孙悟空	奔波儿灞	捉拿	
孙悟空	灞波儿奔	捉拿	孙悟空	灞波儿奔	捉拿	
孙悟空	奔波儿灞	擒拿	孙悟空	奔波儿灞	擒拿	
孙悟空	灞波儿奔	擒拿	孙悟空	灞波儿奔	擒拿	
孙悟空	铁索	索要	孙悟空	铁索	索要	
万圣宫主	浑金匣子	献上	万圣宫主	浑金匣子	献上	
万圣宫主	白玉匣子	献上	万圣宫主	白玉匣子	献上	
九头驸马	月牙铲	使用兵器	九头驸马	月牙铲	使用兵器	
孙大圣	金箍棒	使用法宝	孙悟空	金箍棒	使用法宝	
孙大圣	乱石山碧波潭	前往	孙悟空	乱石山碧波潭	前往	
孙大圣	戒刀	变化为	孙悟空	戒刀	变化为	
孙大圣	九头驸马	挑战	孙悟空	九头驸马	挑战	
孙大圣	仙气	施展法术	孙悟空	仙气	施展法术	
孙大圣	金箍棒	施展法术	孙悟空	金箍棒	施展法术	
沙悟净	菩萨	称谓	沙悟净	菩萨	称谓	
猪八戒	龙婆	擒拿	猪八戒	龙婆	擒拿	
猪八戒	龙宫	进入	猪八戒	龙宫	进入	
凌空子	绿鬓	号为	凌空子	绿鬓	号为	
十八公	劲节	号为	十八公	劲节	号为	
唐三藏	杏仙	拒绝婚配	唐三藏	杏仙	拒绝婚配	
女童	丹桂	号为	女童	丹桂	号为	
女童	腊梅	号为	女童	腊梅	号为	
孤直公	霜姿	号为	孤直公	霜姿	号为	
杏仙	杏树	号为	杏仙	杏树	号为	fill_head_cate
杏仙	唐三藏	诱骗	杏仙	唐三藏	诱骗	
赤身鬼	枫树	号为	赤身鬼	枫树	号为	
孙悟空	芥菜子儿	变作	孙悟空	芥菜子儿	变作	
孙悟空	玉皇大帝	奏请	孙悟空	玉皇大帝	奏请	
孙悟空	沙悟净	救助	孙悟空	沙悟净	救助	
孙悟空	猪八戒	救助	孙悟空	猪八戒	救助	
孙悟空	咒语	施展	孙悟空	咒语	施展	
玉皇大帝	二十八宿	传旨	玉皇大帝	二十八宿	传旨	
玉皇大帝	二十八宿	差遣	玉皇大帝	二十八宿	差遣	
黄眉老佛	如来佛祖	假扮	黄眉老佛	如来佛祖	假扮	
黄眉老佛	小雷音寺	居住于	黄眉老佛	小雷音寺	居住于	
孙大圣	武当山	前往	孙悟空	武当山	前往	
孙大圣	荡魔天尊	请援	孙悟空	荡魔天尊	请援	
弥勒	后天袋子	收缴宝贝	弥勒	后天袋子	收缴宝贝	
弥勒	敲磬槌儿	收缴宝贝	弥勒	敲磬槌儿	收缴宝贝	
弥勒	禁字	施展法术	弥勒	禁字	施展法术	
孙悟空	红鳞大蟒	奉命捉拿	孙悟空	红鳞大蟒	奉命捉拿	
孙悟空	七绝山稀柿衕	带领前往	孙悟空	七绝山稀柿衕	带领前往	
孙悟空	红鳞大蟒	挑战	孙悟空	红鳞大蟒	挑战	
孙悟空	红鳞大蟒	擒拿	孙悟空	红鳞大蟒	擒拿	
孙悟空	红鳞大蟒	施展法术	孙悟空	红鳞大蟒	施展法术	
孙悟空	悬丝诊脉	参与	孙悟空	悬丝诊脉	参与	
孙悟空	会同馆	带领前往	孙悟空	会同馆	带领前往	
孙悟空	朱紫国王	悬丝诊脉	孙悟空	朱紫国王	悬丝诊脉	
孙悟空	朱紫国王	挑战	孙悟空	朱紫国王	挑战	
孙悟空	朱紫国王	救助	孙悟空	朱紫国王	救助	
孙悟空	隐身法	施展法术	孙悟空	隐身法	施展法术	
孙悟空	宫中	进入	孙悟空	宫中	进入	
猪八戒	皇榜	被揣入榜文	猪八戒	皇榜	被揣入榜文	
孙悟空	金箍如意棒	使用	孙悟空	金箍如意棒	使用	
孙悟空	有来有去	变作	孙悟空	有来有去	变作	
孙悟空	痴苍蝇儿	变作	孙悟空	痴苍蝇儿	变作	
孙悟空	獬豸洞	变装潜入	孙悟空	獬豸洞	变装潜入	
孙悟空	赛太岁	奉命捉拿	孙悟空	赛太岁	奉命捉拿	
孙悟空	先锋	战败	孙悟空	先锋	战败	
孙悟空	金圣娘娘	救助	孙悟空	金圣娘娘	救助	
孙悟空	筋斗云	施展	孙悟空	筋斗云	施展	
赛太岁	先锋	派遣	赛太岁	先锋	派遣	
孙大圣	痴苍蝇	变作	孙悟空	痴苍蝇	变作	
孙悟空	金箍棒	取出	孙悟空	金箍棒	取出	
孙悟空	春娇	变作	孙悟空	春娇	变作	
孙悟空	隐身法	施展	孙悟空	隐身法	施展	
孙悟空	乌云散髻	落在	孙悟空	乌云散髻	落在	
孙悟空	后宫门首	飞入	孙悟空	后宫门首	飞入	
张紫阳	新霞裳	变作	张紫阳	新霞裳	变作	
观音菩萨	赛太岁	收寻妖怪	观音菩萨	赛太岁	收寻妖怪	
金圣娘娘	御案	伏在	金圣娘娘	御案	伏在	fill_head_cate
七个女怪	濯垢泉	前往	七个女怪	濯垢泉	前往	
孙悟空	土地	告状	孙悟空	土地	告状	
孙悟空	猪八戒	告知	孙悟空	猪八戒	告知	
孙悟空	土地	拘唤	孙悟空	土地	拘唤	
濯垢泉	盘丝洞	位于	濯垢泉	盘丝洞	位于	
猪八戒	钉钯	使用	猪八戒	钉钯	使用	
猪八戒	鲇鱼精	变作	猪八戒	鲇鱼精	变作	
猪八戒	鲇鱼精	变作	猪八戒	鲇鱼精	变作	
盘丝岭	盘丝洞	位于	盘丝岭	盘丝洞	位于	
孙悟空	毗蓝婆菩萨	奏请	孙悟空	毗蓝婆菩萨	奏请	
毗蓝婆菩萨	千花洞	居住于	毗蓝婆菩萨	千花洞	居住于	
狮驼洞	八百里狮驼岭	位于	狮驼洞	八百里狮驼岭	位于	
孙大圣	洞口	前往	孙悟空	洞口	前往	
孙大圣	洞口	进入	孙悟空	洞口	进入	
三魔	大小怪	点将	三魔	大小怪	点将	
三魔	老魔	设局	三魔	老魔	设局	
二怪	三千小妖	点将	二怪	三千小妖	点将	
孙大圣	老魔肚里	居住于	孙悟空	老魔肚里	居住于	
孙大圣	老魔	擒拿	孙悟空	老魔	擒拿	
孙大圣	绳子	索要	孙悟空	绳子	索要	
二怪	沙悟净	擒拿	二怪	沙悟净	擒拿	
如来佛祖	三怪	收服	如来佛祖	三怪	收服	
如来佛祖	三魔	收服	如来佛祖	三魔	收服	
如来佛祖	大鹏金翅雕	收服	如来佛祖	大鹏金翅雕	收服	
孙悟空	担儿	寻得	孙悟空	担儿	寻得	
孙悟空	十个小妖脸上	散在	孙悟空	十个小妖脸上	散在	
孙悟空	金门	混入	孙悟空	金门	混入	
孙悟空	龙马	牵来	孙悟空	龙马	牵来	
孙悟空	猪八戒	解救	孙悟空	猪八戒	解救	
孙悟空	天竺	驾筋斗云	孙悟空	天竺	驾筋斗云	
老魔	猪八戒	擒拿	老魔	猪八戒	擒拿	
国丈	唐三藏	建议取心肝	国丈	唐三藏	建议取心肝	fill_head_cate
国丈	仙方	献上	国丈	仙方	献上	
国丈	唐三藏	追杀	国丈	唐三藏	追杀	
孙大圣	众怪	收服	孙悟空	众怪	收服	
孙悟空	国丈	奉命捉拿	孙悟空	国丈	奉命捉拿	
孙悟空	国丈	挑战	孙悟空	国丈	挑战	
孙悟空	鹅笼小儿	摄离	孙悟空	鹅笼小儿	摄离	
孙悟空	鹅笼小儿	救助	孙悟空	鹅笼小儿	救助	
孙悟空	鹅笼小儿	施法护持小儿	孙悟空	鹅笼小儿	施法护持小儿	
假唐僧	阶心	到达	假唐僧	阶心	到达	
假唐僧	朝门	前往	假唐僧	朝门	前往	
假唐僧	心肝	索取	假唐僧	心肝	索取	
大圣	南方七十里	前往	孙悟空	南方七十里	前往	
大圣	清华仙府	进入	孙悟空	清华仙府	进入	
孙悟空	当坊土地	拘出土地	孙悟空	当坊土地	拘出土地	
孙悟空	比丘国王	救助	孙悟空	比丘国王	救助	
孙悟空	老怪	施威	孙悟空	老怪	施威	
孙悟空	金箍棒	施展法力	孙悟空	金箍棒	施展法力	
寿星	比丘城	前往	寿星	比丘城	前往	
寿星	白鹿	收服	寿星	白鹿	收服	
寿星	三个枣儿	赠与	寿星	三个枣儿	赠与	
比丘国王	唐三藏	传旨请来	比丘国王	唐三藏	传旨请来	
唐三藏	镇海禅林寺	前往	唐三藏	镇海禅林寺	前往	
唐三藏	猪八戒	命令	唐三藏	猪八戒	命令	
唐三藏	摩诃般若波罗密多心经	念诵	唐三藏	摩诃般若波罗密多心经	念诵	
唐三藏	女子	救下	唐三藏	女子	救下	
唐三藏	女子	救助	唐三藏	女子	救助	
女子	唐三藏	求救	女子	唐三藏	求救	
孙悟空	唐三藏	劝阻	孙悟空	唐三藏	劝阻	
孙悟空	黑气	发现	孙悟空	黑气	发现	
孙悟空	黑气	发现	孙悟空	黑气	发现	
孙悟空	林里	返回	孙悟空	林里	返回	
孙悟空	八戒沙僧	传旨	孙悟空	八戒沙僧	传旨	
孙悟空	小坐跌法	使用	孙悟空	小坐跌法	使用	
孙悟空	香积厨	取水	孙悟空	香积厨	取水	
孙悟空	小和尚儿	变作	孙悟空	小和尚儿	变作	
孙悟空	八戒沙僧	带领前往	孙悟空	八戒沙僧	带领前往	
孙悟空	妖精	挑战	孙悟空	妖精	挑战	
孙悟空	山神土地	挑战	孙悟空	山神土地	挑战	
孙悟空	凉水	索要	孙悟空	凉水	索要	
孙悟空	妖精	追杀	孙悟空	妖精	追杀	
女怪	唐三藏	安排素筵席	女怪	唐三藏	安排素筵席	
孙悟空	门楼上	变化为苍蝇儿	孙悟空	门楼上	变化为苍蝇儿	
孙悟空	女怪	奉命捉拿	孙悟空	女怪	奉命捉拿	
孙悟空	洞口	带领前往	孙悟空	洞口	带领前往	
孙悟空	唐三藏	救出	孙悟空	唐三藏	救出	
牌楼	山脚下	位于	牌楼	山脚下	位于	
天王	天兵	点兵	天王	天兵	点兵	
如来佛祖	玲珑剔透舍利子如意黄金宝塔	赐予	如来佛祖	玲珑剔透舍利子如意黄金宝塔	赐予	
孙悟空	铁棒	使用	孙悟空	铁棒	使用	
孙悟空	尊父李天王之位	供奉	孙悟空	尊父李天王之位	供奉	
孙悟空	托塔天王	告状	孙悟空	托塔天王	告状	
孙悟空	金鼻白毛老鼠精	挑战	孙悟空	金鼻白毛老鼠精	挑战	
孙悟空	尊兄哪吒三太子位	索要	孙悟空	尊兄哪吒三太子位	索要	
孙悟空	尊父李天王之位	索要	孙悟空	尊父李天王之位	索要	
孙悟空	妖精宅外	进入	孙悟空	妖精宅外	进入	
孙悟空	妖精旧宅	进入	孙悟空	妖精旧宅	进入	
孙悟空	小洞	进入	孙悟空	小洞	进入	
托塔天王	孙悟空	敌对	托塔天王	孙悟空	敌对	
玉皇大帝	托塔李天王	传旨	玉皇大帝	托塔李天王	传旨	
金星	孙悟空	奏请封为	金星	孙悟空	奏请封为	align_tail_type_to_mode_hi_conf
金鼻白毛老鼠精	半截观音	改名	金鼻白毛老鼠精	半截观音	改名	
金鼻白毛老鼠精	地涌夫人	改名	金鼻白毛老鼠精	地涌夫人	改名	
孙悟空	小行者	变化	孙悟空	小行者	变化	
孙悟空	老鼠	变化	孙悟空	老鼠	变化	
孙悟空	蝼蚁儿	变化	孙悟空	蝼蚁儿	变化	
孙悟空	瞌睡虫	布散	孙悟空	瞌睡虫	布散	
孙悟空	孙二官儿	扮作	孙悟空	孙二官儿	扮作	
孙悟空	大分身普会神法	施展	孙悟空	大分身普会神法	施展	
孙悟空	观音菩萨	认出	孙悟空	观音菩萨	认出	
孙悟空	大柜	进入	孙悟空	大柜	进入	
观音菩萨	善财童子	化现	观音菩萨	善财童子	化现	
观音菩萨	老母	化现	观音菩萨	老母	化现	
猪八戒	妖精	挑战	猪八戒	妖精	挑战	
老妖	先锋	任命为	老妖	先锋	任命为	
老妖	先锋	传旨	老妖	先锋	传旨	
老妖	铁杵	使用	老妖	铁杵	使用	
老妖	前部先锋	册封为	老妖	前部先锋	册封为	
老妖	前部先锋	封为	老妖	前部先锋	封为	
孙大圣	毫毛	使用	孙悟空	毫毛	使用	
孙大圣	毫毛	收上	孙悟空	毫毛	收上	
孙大圣	分身法	施展	孙悟空	分身法	施展	
东海老龙王敖广	凤仙郡	前往	东海老龙王敖广	凤仙郡	前往	
凤仙郡土地	玉皇大帝	拜奏	凤仙郡土地	玉皇大帝	拜奏	
凤仙郡郡侯上官氏	凤仙郡	居住于	凤仙郡郡侯上官氏	凤仙郡	居住于	
凤仙郡郡侯上官氏	府中	带领前往	凤仙郡郡侯上官氏	府中	带领前往	
孙大圣	天宫	前往	孙悟空	天宫	前往	
孙悟空	东海老龙王敖广	召唤	孙悟空	东海老龙王敖广	召唤	
九灵元圣	九曲盘桓洞	居住于	九灵元圣	九曲盘桓洞	居住于	fill_head_cate
孙悟空	定身法	使用	孙悟空	定身法	使用	
孙悟空	古怪刁钻	变作	孙悟空	古怪刁钻	变作	
孙悟空	四明铲	挑战	孙悟空	四明铲	挑战	
孙悟空	刁钻古怪	擒拿	孙悟空	刁钻古怪	擒拿	
孙悟空	古怪刁钻	擒拿	孙悟空	古怪刁钻	擒拿	
孙悟空	请帖	查看	孙悟空	请帖	查看	
孙悟空	钉钯会	设宴	孙悟空	钉钯会	设宴	
孙黄狮	祖翁九灵元圣老大人	发出请帖	孙黄狮	祖翁九灵元圣老大人	发出请帖	
孙黄狮	钉钯会	设宴	孙黄狮	钉钯会	设宴	
沙悟净	贩猪羊的客人	装作	沙悟净	贩猪羊的客人	装作	
猪八戒	刁钻古怪	变作	猪八戒	刁钻古怪	变作	
虎口洞	豹头山	位于	虎口洞	豹头山	位于	
九头狮子	九灵元圣	受封为	九头狮子	九灵元圣	受封为	
九头狮子	九灵元圣	封为	九头狮子	九灵元圣	封为	
九头狮子	猪八戒	擒拿	九头狮子	猪八戒	擒拿	
九头狮子	孙大圣	敌对	九头狮子	孙悟空	敌对	
九头狮子	沙悟净	敌对	九头狮子	沙悟净	敌对	
太乙救苦天尊	竹节山	前往	太乙救苦天尊	竹节山	前往	
太乙救苦天尊	九头狮子	收降	太乙救苦天尊	九头狮子	收降	
太乙救苦天尊	九灵元圣	收降	太乙救苦天尊	九灵元圣	收降	
太乙救苦天尊	妙岩宫	驻扎	太乙救苦天尊	妙岩宫	驻扎	
孙大圣	人	索要	孙悟空	人	索要	
孙大圣	妙岩宫	赴会	孙悟空	妙岩宫	赴会	
唐三藏	慈云寺	到达	唐三藏	慈云寺	到达	
唐三藏	金平府	前往	唐三藏	金平府	前往	
唐三藏	金灯桥	前往	唐三藏	金灯桥	前往	
唐三藏	看灯	参与	唐三藏	看灯	参与	
孙悟空	辟寒大王	挑战	孙悟空	辟寒大王	挑战	
孙悟空	辟尘大王	挑战	孙悟空	辟尘大王	挑战	
孙悟空	辟暑大王	挑战	孙悟空	辟暑大王	挑战	
辟寒大王	金平府官员	假扮佛像	辟寒大王	金平府官员	假扮佛像	
辟寒大王	酥合香油	偷取	辟寒大王	酥合香油	偷取	
辟寒大王	金平府	前往	辟寒大王	金平府	前往	
辟寒大王	玄英洞	居住于	辟寒大王	玄英洞	居住于	
辟尘大王	金平府官员	假扮佛像	辟尘大王	金平府官员	假扮佛像	fill_tail_cate
辟尘大王	酥合香油	偷取	辟尘大王	酥合香油	偷取	
辟尘大王	金平府	前往	辟尘大王	金平府	前往	
辟尘大王	玄英洞	居住于	辟尘大王	玄英洞	居住于	
辟暑大王	金平府官员	假扮佛像	辟暑大王	金平府官员	假扮佛像	
辟暑大王	酥合香油	偷取	辟暑大王	酥合香油	偷取	
辟暑大王	金平府	前往	辟暑大王	金平府	前往	
辟暑大王	玄英洞	居住于	辟暑大王	玄英洞	居住于	
太白金星	四木禽星	指示请为	太白金星	四木禽星	指示请为	
奎木狼	孙大圣	奉旨下界	奎木狼	孙悟空	奉旨下界	
奎木狼	唐三藏	救助	奎木狼	唐三藏	救助	
孙大圣	玄英洞	变化进入	孙悟空	玄英洞	变化进入	
孙大圣	玉皇大帝	奏闻求救	孙悟空	玉皇大帝	奏闻求救	
孙大圣	唐三藏	解救	孙悟空	唐三藏	解救	
孙大圣	玉皇大帝	请命将降之	孙悟空	玉皇大帝	请命将降之	
斗木獬	孙大圣	奉旨下界	斗木獬	孙悟空	奉旨下界	
斗木獬	唐三藏	救助	斗木獬	唐三藏	救助	
玉皇大帝	四木禽星	传旨点兵	玉皇大帝	四木禽星	传旨点兵	
玉皇大帝	许天师	差遣下界	玉皇大帝	许天师	差遣下界	
假公主	真公主	变作	假公主	真公主	变作	
假公主	唐三藏	欲招为驸马	假公主	唐三藏	欲招为驸马	
唐三藏	会同馆驿	到达	唐三藏	会同馆驿	到达	
唐三藏	西天	奉旨求经	唐三藏	西天	奉旨求经	
孙悟空	八戒沙僧	回驿报信	孙悟空	八戒沙僧	回驿报信	
孙悟空	唐三藏	奉命保护	孙悟空	唐三藏	奉命保护	
孙悟空	假公主	辨明真假	孙悟空	假公主	辨明真假	
布金禅寺	舍卫国	位于	布金禅寺	舍卫国	位于	
唐三藏	绣墩	坐于	唐三藏	绣墩	坐于	
猪八戒	观音菩萨	皈依	猪八戒	观音菩萨	皈依	
孙大圣	正南方那座山	前往	孙悟空	正南方那座山	前往	
孙大圣	山中土地山神	唤出	孙悟空	山中土地山神	唤出	
唐三藏	铜台府地灵县	前往	唐三藏	铜台府地灵县	前往	
孙悟空	猪八戒	责骂	孙悟空	猪八戒	责骂	
孙悟空	唐三藏	跪求	孙悟空	唐三藏	跪求	
寇员外	万僧	斋僧圆满	寇员外	万僧	斋僧圆满	
寇员外	万僧	许斋	寇员外	万僧	许斋	
寇员外	唐三藏	迎接	寇员外	唐三藏	迎接	fill_head_cate
寇员外	唐三藏	送行	寇员外	唐三藏	送行	fill_head_cate
刺史	唐三藏	奉命捉拿	刺史	唐三藏	奉命捉拿	
地藏王菩萨	寇洪	延寿一纪	地藏王菩萨	寇洪	延寿一纪	
地藏王菩萨	寇洪	收为案长	地藏王菩萨	寇洪	收为案长	
孙悟空	强盗	拷问	孙悟空	强盗	拷问	
孙悟空	寇洪	救活	孙悟空	寇洪	救活	
孙悟空	寇洪	显灵	孙悟空	寇洪	显灵	
孙悟空	府县官	索要行李	孙悟空	府县官	索要行李	
寇员外	强盗	被杀	寇员外	强盗	被杀	
寇栋	刺史	告状	寇栋	刺史	告状	
寇梁	刺史	告状	寇梁	刺史	告状	
强盗	山凹	分赃	强盗	山凹	分赃	
强盗	华光院西	前往	强盗	华光院西	前往	
强盗	寇家	劫掠	强盗	寇家	劫掠	
强盗	唐僧四众	围困	强盗	唐僧四众	围困	
玉皇大帝	浪荡游神	差为游神	玉皇大帝	浪荡游神	差为游神	
伽叶	唐三藏	索要人事	伽叶	唐三藏	索要人事	
八大金刚	唐三藏	奉命送行	八大金刚	唐三藏	送行	
如来佛祖	唐三藏	传经授法	如来佛祖	唐三藏	传经授法	
如来佛祖	观世音菩萨	准缴金旨	如来佛祖	观世音菩萨	准缴金旨	
如来佛祖	八大金刚	命送回东土	如来佛祖	八大金刚	命送回东土	
孙悟空	如来佛祖	告状于	孙悟空	如来佛祖	告状于	
白雄尊者	唐三藏	夺走经书	白雄尊者	唐三藏	夺走经书	
阿傩	唐三藏	索要人事	阿傩	唐三藏	索要人事	
八金刚	唐三藏	奉佛旨送行	八大金刚	唐三藏	送行	
八金刚	唐三藏	奉佛旨送行	八大金刚	唐三藏	送行	
八金刚	唐三藏	奉命送行	八大金刚	唐三藏	送行	
孙悟空	唐三藏	护持	孙悟空	唐三藏	护持	
孙悟空	众老	问庙	孙悟空	众老	问庙	
揭谛	八金刚	附耳低言	揭谛	八大金刚	附耳低言	
沙悟净	经担	压住	沙悟净	经担	压住	
沙悟净	经担	压住	沙悟净	经担	压住	
猪八戒	白马	牵住	猪八戒	白马	牵住	
猪八戒	白马	牵住	猪八戒	白马	牵住	
老鼋	唐三藏	问寿	老鼋	唐三藏	问寿	
老鼋	唐三藏	驮渡	老鼋	唐三藏	驮渡	
菩萨	八金刚	传旨令生一难	菩萨	八大金刚	传旨令生一难	
菩萨	揭谛	传旨令生一难	菩萨	揭谛	传旨令生一难	
菩萨	揭谛	传旨令生一难	菩萨	揭谛	传旨令生一难	align_head_type_to_mode
菩萨	诸神	准缴法旨	菩萨	诸神	准缴法旨	align_head_type_to_mode
陈清	唐三藏	迎迓	陈清	唐三藏	迎迓	
陈澄	唐三藏	拜请	陈澄	唐三藏	拜请	
八大金刚	如来佛祖	传旨缴旨	八大金刚	如来佛祖	传旨缴旨	
八大金刚	灵山	引往	八大金刚	灵山	带往	
八大金刚	如来佛祖	缴旨	八大金刚	如来佛祖	缴旨	
八大金刚	长安	送至东土	八大金刚	长安	送至	
唐三藏	长安	到达	唐三藏	长安	到达	
唐三藏	雁塔寺	前往	唐三藏	雁塔寺	前往	
唐三藏	旃檀功德佛	加升为佛	唐三藏	旃檀功德佛	加升为佛	
唐三藏	如来佛祖	受职	唐三藏	如来佛祖	受职	
唐三藏	如来佛祖	奉命取经	唐三藏	如来佛祖	奉命取经	
唐三藏	洪福寺	进入	唐三藏	洪福寺	进入	
如来佛祖	净坛使者	传旨封为	如来佛祖	净坛使者	封为	
如来佛祖	旃檀功德佛	传旨封为	如来佛祖	旃檀功德佛	封为	
如来佛祖	唐三藏	加升为佛	如来佛祖	唐三藏	加升为佛	
如来佛祖	孙悟空	加升为佛	如来佛祖	孙悟空	加升为佛	
孙悟空	斗战胜佛	加升为佛	孙悟空	斗战胜佛	加升为佛	
孙悟空	如来佛祖	受职	孙悟空	如来佛祖	受职	
孙悟空	如来佛祖	被镇压于五行山	孙悟空	如来佛祖	被镇压于五行山	split_embedded_place_action|rewrite_passive_to_locative|add_inferred_actor_action
沙悟净	金身罗汉	加升为佛	沙悟净	金身罗汉	加升为佛	
猪八戒	净坛使者	加升为使者	猪八戒	净坛使者	加升为使者	
猪八戒	观音菩萨	被劝善收服	猪八戒	观音菩萨	被劝善收服	
白马	八部天龙马	加升为佛	白马	八部天龙马	加升为佛	
						__stats__:in=769 stage1=769 out=769 dedup=762 dropped_self_loops=2
